19483.0,10301.0,5243.0,2570.0,2021.0,2292.0,2203.0,16250.97,22086.9,20524.699999999997,15710.45,14589.84,9896.490000000002,6971.93,1501.19,3020.44,3160.34,7267.64,6147.31,3589.86
19476,10299,5241,2569,2022,2293,2201,16250.97,22062.7,20537.8,15659.91,14649.17,9870.119999999999,6774.17,1496.28,3013.08,3182.43,7257.92,6159.58,3616.86
19487,10301,5241,2572,2018,2293,2202,16244.39,22040.699999999997,20568.6,15640.14,14646.97,9861.33,6879.63,1498.74,3005.72,3194.7,7253.71,6159.58,3553.04
19487,10302,5244,2572,2017,2295,2202,16235.59,22023.2,20588.4,15589.599999999999,14570.07,9907.47,6877.44,1493.83,2990.99,3170.16,7250.82,6159.58,3570.22
19492,10305,5241,2579,2021,2294,2202,16220.22,21990.3,20533.4,15655.52,14497.560000000001,9900.869999999999,6853.27,1496.28,2998.35,3084.26,7253.48,6149.76,3535.86
19488,10302,5240,2578,2022,2295,2200,16198.24,21979.199999999997,20458.699999999997,15769.77,14501.96,9859.14,6719.24,1501.19,2983.63,3005.72,7243.67,6147.31,3577.59
19479,10303,5239,2577,2021,2295,2202,16191.650000000001,21955.1,20491.7,15714.84,14519.53,9808.6,6853.27,1496.28,2976.27,3089.17,7254.29,6142.4,3550.59
19483,10306,5241,2572,2025,2296,2203,16196.04,21937.6,20577.3,15706.06,14532.71,9852.54,6908.200000000001,1498.74,2988.54,3199.61,7249.95,6157.13,3572.68
19493,10312,5241,2574,2023,2298,2203,16211.43,21930.9,20647.7,15635.74,14587.64,9927.24,6947.75,1493.83,2993.45,3182.43,7260.4,6132.58,3589.86
19498,10312,5238,2577,2021,2298,2201,16235.59,21950.7,20641.1,15574.22,14554.689999999999,9942.619999999999,6813.72,1491.37,2995.9,3103.89,7258.1,6149.76,3621.76
19488,10310,5235,2567,2027,2297,2203,16244.39,21948.5,20605.9,15594.0,14499.759999999998,9878.9,6932.37,1484.01,2981.17,3079.35,7274.75,6132.58,3572.68
19484,10310,5231,2571,2032,2298,2203,16257.57,21990.2,20625.7,15558.84,14447.02,9817.380000000001,6947.75,1488.92,2990.99,3042.53,7276.3,6149.76,3567.77
19485,10314,5232,2577,2028,2300,2201,16275.14,21972.699999999997,20700.4,15534.66,14477.78,9808.6,6932.38,1474.19,2983.63,3047.44,7264.42,6135.04,3518.68
19491,10311,5231,2580,2026,2302,2202,16266.36,21981.4,20759.8,15615.96,14501.95,9936.029999999999,6798.34,1474.19,2993.45,3157.89,7249.34,6115.4,3567.77
19481,10306,5232,2584,2029,2301,2203,16253.17,22005.6,20762.0,15679.689999999999,14541.5,10004.15,6954.34,1476.65,2993.45,3194.7,7258.88,6142.4,3577.59
19480,10309,5230,2587,2027,2301,2204,16246.58,22021.0,20757.6,15684.09,14508.55,9931.64,7002.69,1486.46,3000.81,3170.16,7245.82,6135.04,3580.04
19486,10310,5228,2578,2025,2303,2204,16237.79,22023.199999999997,20753.199999999997,15677.490000000002,14475.58,9815.19,7011.48,1484.01,2998.35,3150.53,7244.13,6130.13,3594.77
19493,10307,5229,2569,2032,2305,2202,16231.2,21990.199999999997,20755.4,15642.330000000002,14420.65,9845.939999999999,6936.76,1486.46,2998.35,3116.16,7242.64,6164.49,3607.04
19477,10307,5228,2566,2033,2306,2203,16235.59,21939.699999999997,20770.800000000003,15719.24,14422.849999999999,9958.01,6974.12,1486.46,2998.35,3059.71,7242.57,6139.95,3570.22
19477,10311,5230,2572,2034,2306,2203,16231.2,21946.3,20671.9,15815.920000000002,14442.63,9977.78,6969.73,1491.37,2990.99,3022.9,7249.6,6149.76,3597.22
19489,10313,5229,2580,2038,2306,2202,16229.009999999998,21983.6,20638.9,15833.5,14468.99,9907.47,6903.81,1491.37,3000.81,2978.72,7243.1,6135.04,3521.14
19493,10316,5228,2576,2034,2308,2202,16239.99,21972.699999999997,20698.2,15712.64,14455.81,9828.369999999999,6837.89,1493.83,3013.08,2993.45,7256.85,6139.95,3572.68
19489,10318,5231,2570,2029,2309,2203,16270.75,21935.3,20718.0,15695.07,14411.87,9830.57,6908.2,1488.92,3000.81,3101.44,7254.05,6125.22,3587.4
19491,10315,5231,2577,2035,2309,2205,16288.33,21897.9,20696.1,15750.0,14414.06,9865.720000000001,6976.31,1486.46,3005.72,3138.25,7252.77,6132.58,3577.59
19479,10317,5231,2577,2034,2310,2204,16290.53,21893.5,20641.1,15703.86,14433.83,9821.78,6930.18,1496.28,3017.99,3236.43,7256.18,6132.58,3602.13
19481,10317,5232,2576,2036,2310,2203,16301.51,21897.9,20584.0,15767.58,14490.97,9784.42,6802.74,1491.37,3008.17,3182.43,7244.86,6120.31,3594.77
19485,10313,5233,2576,2040,2310,2204,16310.3,21893.5,20524.699999999997,15791.75,14528.32,9727.29,6798.34,1496.28,3015.54,3103.89,7243.64,6125.22,3553.04
19493,10316,5233,2571,2038,2311,2203,16321.29,21889.1,20526.9,15670.9,14532.72,9751.46,6802.74,1503.64,3027.81,3152.98,7233.56,6164.49,3609.49
19479,10317,5233,2568,2034,2314,2202,16327.89,21884.699999999997,20531.3,15556.64,14532.72,9821.77,6815.92,1508.55,3027.81,3074.44,7232.81,6108.04,3538.32
19475,10318,5237,2569,2036,2315,2202,16325.68,21862.800000000003,20511.5,15517.09,14451.42,9850.34,6837.89,1506.1,3030.26,3086.71,7234.52,6139.95,3597.22
19490,10317,5243,2577,2037,2314,2202,16327.89,21880.300000000003,20515.9,15508.3,14433.84,9788.81,6916.99,1501.19,3022.9,3121.07,7229.34,6110.5,3584.95
19490,10324,5244,2586,2039,2315,2203,16338.87,21880.300000000003,20454.300000000003,15583.009999999998,14453.61,9749.27,6932.38,1506.1,3015.54,3010.63,7249.67,6127.68,3584.95
19481,10328,5245,2590,2039,2315,2202,16352.05,21867.199999999997,20447.699999999997,15653.32,14517.33,9755.86,6908.200000000001,1498.74,3008.17,2998.35,7248.02,6100.68,3580.04
19488,10322,5243,2595,2040,2316,2202,16371.82,21858.4,20465.3,15624.759999999998,14556.88,9832.77,6870.85,1501.19,3005.72,3074.44,7254.49,6103.13,3577.59
19489,10319,5242,2592,2037,2315,2202,16389.4,21854.0,20533.5,15659.91,14499.759999999998,9817.39,6925.79,1503.64,2998.35,3074.44,7263.0,6127.68,3560.41
19494,10322,5242,2582,2036,2316,2203,16402.59,21851.8,20610.3,15657.71,14411.86,9753.66,6932.37,1503.64,2995.9,3148.07,7270.12,6122.77,3580.04
19479,10326,5239,2571,2039,2315,2202,16409.18,21880.4,20645.5,15591.8,14427.24,9648.2,6908.200000000001,1511.01,3022.9,3236.43,7269.16,6127.68,3550.59
19483,10322,5238,2574,2040,2315,2202,16411.38,21897.9,20658.7,15563.23,14488.77,9707.52,6899.41,1503.64,3010.63,3155.43,7266.08,6149.76,3589.86
19490,10325,5237,2572,2042,2316,2203,16413.57,21884.699999999997,20645.5,15602.79,14521.72,9788.82,6969.73,1506.1,3005.72,3059.71,7260.75,6120.31,3538.32
19491,10324,5236,2578,2039,2317,2202,16420.17,21845.2,20660.9,15648.93,14473.39,9817.380000000001,6958.74,1498.74,2993.45,3079.35,7252.15,6157.13,3587.4
19485,10322,5234,2575,2037,2317,2202,16442.14,21836.4,20671.9,15778.560000000001,14438.23,9747.07,6903.81,1503.64,2983.63,3076.89,7234.19,6112.95,3594.77
19495,10322,5231,2577,2037,2317,2202,16459.72,21862.800000000003,20643.3,15866.46,14431.64,9725.099999999999,6881.83,1503.64,2986.08,3017.99,7238.44,6132.58,3602.13
19485,10324,5230,2576,2040,2318,2202,16466.3,21904.5,20638.9,15818.11,14447.02,9758.05,6934.57,1496.28,3005.72,3067.08,7239.42,6132.58,3575.13
19493,10326,5227,2573,2041,2321,2202,16472.9,21926.5,20671.9,15739.009999999998,14510.74,9854.74,6914.79,1498.74,2990.99,3121.07,7238.32,6110.5,3567.77
19489,10321,5225,2571,2041,2320,2203,16464.11,21933.1,20696.1,15666.509999999998,14592.04,9832.77,6851.07,1496.28,2986.08,3084.26,7250.54,6120.31,3562.86
19485,10319,5231,2575,2042,2319,2203,16475.1,21891.300000000003,20709.3,15646.73,14548.099999999999,9705.33,6815.92,1488.92,2986.08,3094.08,7254.37,6125.22,3602.13
19484,10320,5232,2574,2036,2319,2205,16486.08,21869.4,20649.9,15695.07,14425.05,9604.240000000002,6853.27,1491.37,2983.63,3128.44,7254.16,6120.31,3545.68
